Date,New 0-36mo,New 37-60mo,New 61-72mo,New 73-84mo,New 85-96mo,Late Model 0-36mo,Late Model 37-60mo,Late Model 61-72mo,Used 0-36mo,Used 37-60mo,Used 61-72mo
2020 Mar 04,2.49%,2.89%,2.99%,5.39%,6.29%,2.99%,3.09%,4.59%,3.89%,4.29%,4.99%
